"37.179","-113.3052","2020-04-07T11:00","OZONE","31.0","PPB","29","1","Hurricane","Utah Department of Environmental Quality","490530007","840490530007"
"37.179","-113.3052","2020-04-07T11:00","PM2.5","3.9","UG/M3","16","1","Hurricane","Utah Department of Environmental Quality","490530007","840490530007"
"37.1983","-113.1506","2020-04-07T11:00","OZONE","30.0","PPB","28","1","Zion NP","National Park Service","490530130","840490530130"
"37.747445","-113.055524","2020-04-07T11:00","OZONE","21.0","PPB","19","1","Enoch","Utah Department of Environmental Quality","490210005","840490210005"
"37.747445","-113.055524","2020-04-07T11:00","PM2.5","4.4","UG/M3","18","1","Enoch","Utah Department of Environmental Quality","490210005","840490210005"
"40.600556","-112.355","2020-04-07T11:00","OZONE","30.0","PPB","28","1","Erda","Utah Department of Environmental Quality","490450004","840490450004"
"40.600556","-112.355","2020-04-07T11:00","PM2.5","3.9","UG/M3","16","1","Erda","Utah Department of Environmental Quality","490450004","840490450004"
"40.496408","-112.036305","2020-04-07T11:00","OZONE","43.0","PPB","40","1","Herriman #3","Utah Department of Environmental Quality","490353013","840490353013"
"40.496408","-112.036305","2020-04-07T11:00","PM2.5","5.0","UG/M3","21","1","Herriman #3","Utah Department of Environmental Quality","490353013","840490353013"
"41.302799","-111.988297","2020-04-07T11:00","OZONE","29.0","PPB","27","1","Harrisville","Utah Department of Environmental Quality","490571003","840490571003"
"40.7955","-111.9309","2020-04-07T11:00","PM2.5","5.7","UG/M3","24","1","Rose Park","Utah Department of Environmental Quality","490353010","840490353010"
"40.7955","-111.9309","2020-04-07T11:00","OZONE","25.0","PPB","23","1","Rose Park","Utah Department of Environmental Quality","490353010","840490353010"
"40.662841","-111.901796","2020-04-07T11:00","OZONE","32.0","PPB","30","1","NR","Utah Department of Environmental Quality","113490354002","840113490354002"
"40.598056","-111.894167","2020-04-07T11:00","OZONE","29.0","PPB","27","1","Copper View","Utah Department of Environmental Quality","113490352005","840113490352005"
"40.598056","-111.894167","2020-04-07T11:00","PM2.5","4.1","UG/M3","17","1","Copper View","Utah Department of Environmental Quality","113490352005","840113490352005"
"40.897999","-111.885498","2020-04-07T11:00","OZONE","26.0","PPB","24","1","BV","Utah Department of Environmental Quality","490110004","840490110004"
"40.897999","-111.885498","2020-04-07T11:00","PM2.5","4.5","UG/M3","19","1","BV","Utah Department of Environmental Quality","490110004","840490110004"
"40.733501","-111.871696","2020-04-07T11:00","OZONE","23.0","PPB","21","1","Hawthorne","Utah Department of Environmental Quality","490353006","840490353006"
"40.733501","-111.871696","2020-04-07T11:00","PM2.5","4.1","UG/M3","17","1","Hawthorne","Utah Department of Environmental Quality","490353006","840490353006"
"41.842778","-111.85194","2020-04-07T11:00","OZONE","17.0","PPB","16","1","Smithfield","Utah Department of Environmental Quality","490050007","840490050007"
"40.3414","-111.7136","2020-04-07T11:00","OZONE","30.0","PPB","28","1","Lindon","Utah Department of Environmental Quality","490494001","840490494001"
"40.3414","-111.7136","2020-04-07T11:00","PM2.5","4.0","UG/M3","17","1","Lindon","Utah Department of Environmental Quality","490494001","840490494001"
