"37.179","-113.3052","2020-04-06T00:00","OZONE","45.0","PPB","42","1","Hurricane","Utah Department of Environmental Quality","490530007","840490530007"
"37.179","-113.3052","2020-04-06T00:00","PM2.5","4.8","UG/M3","20","1","Hurricane","Utah Department of Environmental Quality","490530007","840490530007"
"37.1983","-113.1506","2020-04-06T00:00","OZONE","44.0","PPB","41","1","Zion NP","National Park Service","490530130","840490530130"
"37.747445","-113.055524","2020-04-06T00:00","OZONE","45.0","PPB","42","1","Enoch","Utah Department of Environmental Quality","490210005","840490210005"
"37.747445","-113.055524","2020-04-06T00:00","PM2.5","4.1","UG/M3","17","1","Enoch","Utah Department of Environmental Quality","490210005","840490210005"
"40.600556","-112.355","2020-04-06T00:00","OZONE","46.0","PPB","43","1","Erda","Utah Department of Environmental Quality","490450004","840490450004"
"40.600556","-112.355","2020-04-06T00:00","PM2.5","5.3","UG/M3","22","1","Erda","Utah Department of Environmental Quality","490450004","840490450004"
"40.496408","-112.036305","2020-04-06T00:00","OZONE","52.0","PPB","48","1","Herriman #3","Utah Department of Environmental Quality","490353013","840490353013"
"40.496408","-112.036305","2020-04-06T00:00","PM2.5","5.9","UG/M3","25","1","Herriman #3","Utah Department of Environmental Quality","490353013","840490353013"
"41.302799","-111.988297","2020-04-06T00:00","OZONE","47.0","PPB","44","1","Harrisville","Utah Department of Environmental Quality","490571003","840490571003"
"40.7955","-111.9309","2020-04-06T00:00","OZONE","44.0","PPB","41","1","Rose Park","Utah Department of Environmental Quality","490353010","840490353010"
"40.7955","-111.9309","2020-04-06T00:00","PM2.5","5.5","UG/M3","23","1","Rose Park","Utah Department of Environmental Quality","490353010","840490353010"
"40.662841","-111.901796","2020-04-06T00:00","OZONE","48.0","PPB","44","1","NR","Utah Department of Environmental Quality","113490354002","840113490354002"
"40.598056","-111.894167","2020-04-06T00:00","OZONE","44.0","PPB","41","1","Copper View","Utah Department of Environmental Quality","113490352005","840113490352005"
"40.598056","-111.894167","2020-04-06T00:00","PM2.5","5.6","UG/M3","23","1","Copper View","Utah Department of Environmental Quality","113490352005","840113490352005"
"40.897999","-111.885498","2020-04-06T00:00","OZONE","46.0","PPB","43","1","BV","Utah Department of Environmental Quality","490110004","840490110004"
"40.897999","-111.885498","2020-04-06T00:00","PM2.5","2.9","UG/M3","12","1","BV","Utah Department of Environmental Quality","490110004","840490110004"
"40.733501","-111.871696","2020-04-06T00:00","OZONE","50.0","PPB","46","1","Hawthorne","Utah Department of Environmental Quality","490353006","840490353006"
"40.733501","-111.871696","2020-04-06T00:00","PM2.5","4.9","UG/M3","20","1","Hawthorne","Utah Department of Environmental Quality","490353006","840490353006"
"41.842778","-111.85194","2020-04-06T00:00","OZONE","39.0","PPB","36","1","Smithfield","Utah Department of Environmental Quality","490050007","840490050007"
"40.3414","-111.7136","2020-04-06T00:00","OZONE","44.0","PPB","41","1","Lindon","Utah Department of Environmental Quality","490494001","840490494001"
"40.3414","-111.7136","2020-04-06T00:00","PM2.5","4.5","UG/M3","19","1","Lindon","Utah Department of Environmental Quality","490494001","840490494001"
"40.44194","-111.71341","2020-04-06T00:00","PM2.5","4.2","UG/M3","18","1","Timpanogos Cave","National Park Service","840490499999","840840490499999"
"40.136398","-111.660202","2020-04-06T00:00","OZONE","50.0","PPB","46","1","Spanish Fork","Utah Department of Environmental Quality","490495010","840490495010"
"40.136398","-111.660202","2020-04-06T00:00","PM2.5","4.0","UG/M3","17","1","Spanish Fork","Utah Department of Environmental Quality","490495010","840490495010"
